title,stage,description_y,abstract_y,status_y,publication_date_y,edition_y,no_of_pages_y,technical_committee_y,ics_y,preview_doc_y
ISO/DIS 6872,40.20,Dentistry — Ceramic materials,,Under development You can help develop this draft international standard by contacting your national member,,5,32,ISO/TC 106/SC 2 Prosthodontic materials,11.060.10:Dental materials,https://www.iso.org/obp/ui/en/#!iso:std:81718:en
